task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
136	39/701acd	3145766	convert_stpeter (5)	COMPLETED	0	2022-07-11 11:53:03.149	7.3s	5.9s	86.8%	180.9 MB	4.2 GB	46.3 MB	34 MB
135	fb/c46894	3145762	convert_stpeter (4)	COMPLETED	0	2022-07-11 11:53:03.142	7.9s	6.6s	86.9%	238.8 MB	4.3 GB	48.4 MB	36 MB
138	9a/16671b	3146808	run_stpeter (23)	COMPLETED	0	2022-07-11 11:53:04.445	7.3s	5.9s	86.8%	20 MB	28.9 MB	436.9 MB	8.8 MB
137	9e/c2b88c	3146328	convert_stpeter (6)	COMPLETED	0	2022-07-11 11:53:03.967	8.1s	6.2s	87.8%	179.9 MB	4.2 GB	46.4 MB	34.2 MB
139	46/3e6e4b	3146910	run_stpeter (24)	COMPLETED	0	2022-07-11 11:53:04.559	7.6s	6s	88.2%	20 MB	28.8 MB	439.5 MB	8.8 MB
143	87/7898b9	3146340	convert_stpeter (7)	COMPLETED	0	2022-07-11 11:53:03.976	8.3s	6.3s	88.4%	178 MB	4.2 GB	48.4 MB	35.9 MB
140	db/58635e	3147211	run_stpeter (25)	COMPLETED	0	2022-07-11 11:53:04.935	7.4s	6.1s	86.5%	20 MB	28.6 MB	422.8 MB	9.8 MB
144	9e/5a9abe	3148222	convert_stpeter (8)	COMPLETED	0	2022-07-11 11:53:05.873	7.3s	6s	87.5%	178.3 MB	4.2 GB	46.9 MB	34.6 MB
142	b4/7a3f5f	3149163	run_stpeter (27)	COMPLETED	0	2022-07-11 11:53:07.335	6.8s	5.7s	87.6%	19.5 MB	28.3 MB	433.4 MB	8.5 MB
141	0c/04977e	3148552	run_stpeter (26)	COMPLETED	0	2022-07-11 11:53:06.604	8s	6.8s	81.2%	20.1 MB	28.9 MB	427.7 MB	10.1 MB
145	ce/da1bfa	3150762	convert_stpeter (9)	COMPLETED	0	2022-07-11 11:53:10.424	7.4s	6.2s	88.3%	173.4 MB	4.2 GB	46.9 MB	34.6 MB
146	52/cc9ce5	3151141	convert_stpeter (10)	COMPLETED	0	2022-07-11 11:53:11.084	7.5s	6s	87.3%	179.1 MB	4.2 GB	46.2 MB	34 MB
148	c4/c9f03c	3151796	convert_stpeter (12)	COMPLETED	0	2022-07-11 11:53:11.781	7.6s	6.1s	88.4%	177.4 MB	4.2 GB	46.7 MB	34.4 MB
